Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Cosigner_Employer__c,Cosigner_FirstName__c,Cosigner_LastName__c,Cosigner_SSN__c,Customer__c,Downpayment__c,Employer__c,FirstName__c,FolderID__c,Interest__c,LastName__c,Price__c,SSN__c,Status__c,Terms__c,Vehicle__c
a031D000004qbUDQAY,0051D000006P1N1QAK,,I-00810,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6YQAW,,,,,0031D00000ZCGE9QAP,3000,Easy Spaces,Kaley,,1.76,Brammer,54775,555551582,Pending,36,a041D0000058X9sQAE
a031D000004qbUEQAY,0051D000006P1N1QAK,,I-00811,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6bQAG,,,,,0031D00000ZCGECQA5,1000,DreamHouse,Floy,,8.9,Sawaya,51275,555556297,Pending,24,a041D0000058X9vQAE
a031D000004qbUFQAY,0051D000006P1N1QAK,,I-00812,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6fQAG,,,,,0031D00000ZCGEGQA5,5000,Northern Trail Outfitters,Karon,,1.28,Stoffey,40000,555554586,Declined,12,a041D0000058X9zQAE
a031D000004qbUGQAY,0051D000006P1N1QAK,,I-00813,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6oQAG,,,,,0031D00000ZCGEPQA5,3000,DreamHouse,Bette,,3.24,Kolbo,34600,555556236,Pending,48,a041D0000058XA8QAM
a031D000004qbUIQAY,0051D000006P1N1QAK,,I-00815,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6uQAG,,,,,0031D00000ZCGEVQA5,15000,DreamHouse,Dominique,,2.82,Jurden,52400,555552011,Pending,24,a041D0000058XAEQA2
a031D000004qbUJQAY,0051D000006P1N1QAK,,I-00816,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6wQAG,,,,,0031D00000ZCGEXQA5,10000,Easy Spaces,Danyell,,4.8,Walrond,44300,555553179,Pending,36,a041D0000058XAGQA2
a031D000004qbUKQAY,0051D000006P1N1QAK,,I-00817,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6xQAG,,,,,0031D00000ZCGEYQA5,5000,Pure Aloe,Filiberto,,3.8,Mandia,46375,555554293,Pending,36,a041D0000058XAHQA2
a031D000004qbULQAY,0051D000006P1N1QAK,,I-00818,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF70QAG,,,,,0031D00000ZCGEbQAP,10000,Northern Trail Outfitters,Thomas,,4.15,Gacia,32400,555551463,Declined,72,a041D0000058XAKQA2
a031D000004qbUMQAY,0051D000006P1N1QAK,,I-00819,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF73QAG,,,,,0031D00000ZCGEeQAP,10000,Redwoods Insurance,Marilu,,4.31,Trufin,55800,555557892,Declined,36,a041D0000058XANQA2
a031D000004qbUNQAY,0051D000006P1N1QAK,,I-00820,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF74QAG,,,,,0031D00000ZCGEfQAP,10000,E-Bikes,Ava,,3.17,Dietzler,45600,555554524,Pending,36,a041D0000058XAOQA2
a031D000004qbUOQAY,0051D000006P1N1QAK,,I-00821,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF76QAG,,,,,0031D00000ZCGEhQAP,10000,DreamInvest,Palmer,,8.57,Vidulich,35800,555554601,Pending,72,a041D0000058XAQQA2
a031D000004qbUPQAY,0051D000006P1N1QAK,,I-00822,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF77QAG,,,,,0031D00000ZCGEiQAP,10000,DreamHouse,Jerry,,7.32,Bron,48775,555557535,Pending,36,a041D0000058XARQA2
a031D000004qbUQQAY,0051D000006P1N1QAK,,I-00823,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF78QAG,,,,,0031D00000ZCGEjQAP,10000,Easy Spaces,Allene,,3.22,Grazioplene,50275,555552825,Declined,60,a041D0000058XASQA2
a031D000004qbURQAY,0051D000006P1N1QAK,,I-00824,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF79QAG,,,,,0031D00000ZCGEkQAP,1000,DreamHouse,Davis,,2.43,Heverly,47575,555553689,Pending,24,a041D0000058XATQA2
a031D000004qbUHQAY,0051D000006P1N1QAK,,I-00814,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF6rQAG,,,,,0031D00000ZCGESQA5,5000,Easy Spaces,Madeline,,5.95,Zhu,49100,555551246,Declined,72,a041D0000058XABQA2
a031D000004qbUSQAY,0051D000006P1N1QAK,,I-00825,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7CQAW,,,,,0031D00000ZCGEnQAP,3000,Easy Spaces,Keenan,,3.69,Mossor,51300,555553002,Pending,36,a041D0000058XAWQA2
a031D000004qbUTQAY,0051D000006P1N1QAK,,I-00826,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7DQAW,,,,,0031D00000ZCGEoQAP,3000,DreamHouse,Dolly,,4.67,Filipi,43100,555557390,Declined,48,a041D0000058XAXQA2
a031D000004qbUUQAY,0051D000006P1N1QAK,,I-00827,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7FQAW,,,,,0031D00000ZCGEqQAP,3000,E-Bikes,Tish,,5.78,Freilich,62600,555551524,Pending,48,a041D0000058XAZQA2
a031D000004qbUVQAY,0051D000006P1N1QAK,,I-00828,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7IQAW,,,,,0031D00000ZCGEtQAP,3000,Easy Spaces,Karren,,2.13,Burdine,64000,555554921,Pending,72,a041D0000058XAcQAM
a031D000004qbUWQAY,0051D000006P1N1QAK,,I-00829,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7LQAW,,,,,0031D00000ZCGEwQAP,3000,E-Bikes,Kieth,,2.94,Zuberbuhler,60375,555557535,Pending,60,a041D0000058XAfQAM
a031D000004qbUXQAY,0051D000006P1N1QAK,,I-00830,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7RQAW,,,,,0031D00000ZCGF2QAP,10000,Northern Trail Outfitters,Brandie,,2.42,Zinck,54100,555559571,Pending,36,a041D0000058XAlQAM
a031D000004qbUYQAY,0051D000006P1N1QAK,,I-00831,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7VQAW,,,,,0031D00000ZCGF6QAP,3000,Easy Spaces,Antonina,,7.81,Buseck,43300,555556869,Pending,48,a041D0000058XApQAM
a031D000004qbUZQAY,0051D000006P1N1QAK,,I-00832,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7XQAW,,,,,0031D00000ZCGF8QAP,3000,Easy Spaces,Pearle,,7.91,Webley,61875,555554162,Pending,12,a041D0000058XArQAM
a031D000004qbUaQAI,0051D000006P1N1QAK,,I-00833,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7bQAG,,,,,0031D00000ZCGFCQA5,1000,Redwoods Insurance,Terina,,2.38,Ozment,61600,555554902,Pending,36,a041D0000058XAvQAM
a031D000004qbUbQAI,0051D000006P1N1QAK,,I-00834,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7eQAG,,,,,0031D00000ZCGFFQA5,5000,DreamInvest,Alva,,7.9,Farver,49100,555554729,Pending,60,a041D0000058XAyQAM
a031D000004qbUcQAI,0051D000006P1N1QAK,,I-00835,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7gQAG,,,,,0031D00000ZCGFHQA5,15000,E-Bikes,Michael,,3.63,Katzberg,49300,555559622,Pending,24,a041D0000058XB0QAM
a031D000004qbUdQAI,0051D000006P1N1QAK,,I-00836,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7hQAG,,,,,0031D00000ZCGFIQA5,3000,Easy Spaces,Junita,,3.6,Borrolli,59800,555554825,Pending,72,a041D0000058XB1QAM
a031D000004qbUeQAI,0051D000006P1N1QAK,,I-00837,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7kQAG,,,,,0031D00000ZCGFLQA5,15000,DreamInvest,Florence,,8.27,Klett,30775,555554337,Declined,36,a041D0000058XB4QAM
a031D000004qbUfQAI,0051D000006P1N1QAK,,I-00838,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7lQAG,,,,,0031D00000ZCGFMQA5,1000,DreamHouse,Hilda,,8.19,Libbee,62775,555557003,Declined,84,a041D0000058XB5QAM
a031D000004qbUgQAI,0051D000006P1N1QAK,,I-00839,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7nQAG,,,,,0031D00000ZCGFOQA5,15000,Northern Trail Outfitters,Ka,,7.7,Ash,37675,555553818,Declined,24,a041D0000058XB7QAM
a031D000004qbUhQAI,0051D000006P1N1QAK,,I-00840,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7sQAG,,,,,0031D00000ZCGFTQA5,15000,E-Bikes,Inge,,1.64,Feiteira,45075,555558559,Pending,72,a041D0000058XBCQA2
a031D000004qbUiQAI,0051D000006P1N1QAK,,I-00841,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7tQAG,,,,,0031D00000ZCGFUQA5,3000,DreamHouse,Paulette,,6.14,Moncion,54800,555559810,Pending,72,a041D0000058XBDQA2
a031D000004qbUjQAI,0051D000006P1N1QAK,,I-00842,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7uQAG,,,,,0031D00000ZCGFVQA5,15000,DreamHouse,Summer,,4.93,Dejackome,40000,555555379,Pending,60,a041D0000058XBEQA2
a031D000004qbUkQAI,0051D000006P1N1QAK,,I-00843,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF7zQAG,,,,,0031D00000ZCGFaQAP,10000,Easy Spaces,Reba,,7.78,Macadangdang,49875,555559617,Pending,60,a041D0000058XBJQA2
a031D000004qbUlQAI,0051D000006P1N1QAK,,I-00844,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF80QAG,,,,,0031D00000ZCGFbQAP,3000,Easy Spaces,Stephan,,3.29,Baird,58375,555552133,Pending,48,a041D0000058XBKQA2
a031D000004qbUmQAI,0051D000006P1N1QAK,,I-00845,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF81QAG,,,,,0031D00000ZCGFcQAP,5000,Easy Spaces,Eilene,,6.87,Gros,51875,555559536,Pending,48,a041D0000058XBLQA2
a031D000004qbUnQAI,0051D000006P1N1QAK,,I-00846,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF87QAG,,,,,0031D00000ZCGFiQAP,5000,DreamHouse,Hedy,,5,Wahlen,55375,555558577,Pending,60,a041D0000058XBRQA2
a031D000004qbUoQAI,0051D000006P1N1QAK,,I-00847,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF89QAG,,,,,0031D00000ZCGFkQAP,3000,Pure Aloe,Jorge,,4.28,Caminero,54275,555557370,Declined,84,a041D0000058XBTQA2
a031D000004qbUpQAI,0051D000006P1N1QAK,,I-00848,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF8AQAW,,,,,0031D00000ZCGFlQAP,10000,Easy Spaces,Sherie,,8.69,Faure,61100,555555840,Pending,48,a041D0000058XBUQA2
a031D000004qbUqQAI,0051D000006P1N1QAK,,I-00849,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF8BQAW,,,,,0031D00000ZCGFmQAP,5000,DreamHouse,Renna,,5.15,Dughi,52800,555557728,Pending,60,a041D0000058XBVQA2
a031D000004qbUrQAI,0051D000006P1N1QAK,,I-00850,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF8FQAW,,,,,0031D00000ZCGFqQAP,10000,DreamInvest,Theron,,2.77,Frankl,44300,555552445,Pending,48,a041D0000058XBZQA2
a031D000004qbUsQAI,0051D000006P1N1QAK,,I-00851,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF8GQAW,,,,,0031D00000ZCGFrQAP,5000,Pure Aloe,Zenaida,,7.46,Teeter,53375,555556365,Pending,24,a041D0000058XBaQAM
a031D000004qbUtQAI,0051D000006P1N1QAK,,I-00852,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:20.000+0000,,,,0011D00000pVF8LQAW,,,,,0031D00000ZCGFwQAP,10000,Northern Trail Outfitters,Rusty,,8.17,Mikulecky,44275,555555080,Declined,72,a041D0000058XBfQAM
a031D000004qbUuQAI,0051D000006P1N1QAK,,I-00853,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,,,,0011D00000pVF8PQAW,,,,,0031D00000ZCGG0QAP,10000,E-Bikes,Dian,,5.83,Dibrell,31500,555551957,Pending,24,a041D0000058XBjQAM
a031D000004qbUvQAI,0051D000006P1N1QAK,,I-00854,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,,,,0011D00000pVF8RQAW,,,,,0031D00000ZCGG2QAP,15000,Redwoods Insurance,Nena,,5.91,Mcgillivray,50075,555557139,Pending,12,a041D0000058XBlQAM
a031D000004qbUwQAI,0051D000006P1N1QAK,,I-00855,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,0051D000006P1N1QAK,2021-03-17T16:58:21.000+0000,,,,0011D00000pVF8VQAW,,,,,0031D00000ZCGG6QAP,3000,DreamInvest,Tasia,,1.79,Bengel,48675,555558987,Pending,36,a041D0000058XBpQAM
a031D000004qbKIQAY,0051D000006P1N1QAK,,I-00200,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDx8QAG,,,,,0031D00000ZCFaIQAX,5000,Easy Spaces,Suzan,,7.12,Dimoulakis,65175,555557700,Approved,36,a041D0000058WejQAE
a031D000004qbKJQAY,0051D000006P1N1QAK,,I-00201,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxBQAW,,,,,0031D00000ZCFaLQAX,10000,Redwoods Insurance,Naoma,,5.74,Bringle,61300,555554075,Approved,24,a041D0000058WemQAE
a031D000004qbKKQAY,0051D000006P1N1QAK,,I-00202,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxEQAW,,,,,0031D00000ZCFguQAH,3000,Pure Aloe,Emmie,,4.41,Koutz,56600,555552438,Approved,12,a041D0000058WeqQAE
a031D000004qbKLQAY,0051D000006P1N1QAK,,I-00203,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxNQAW,,,,,0031D00000ZCFZOQA5,5000,Easy Spaces,Wilburn,,7.3,Poster,51675,555551749,Declined,72,a041D0000058WeyQAE
a031D000004qbKMQAY,0051D000006P1N1QAK,,I-00204,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxPQAW,,,,,0031D00000ZCFZQQA5,5000,DreamHouse,Nona,,5.76,Delphia,46875,555554887,Declined,36,a041D0000058Wf0QAE
a031D000004qbKNQAY,0051D000006P1N1QAK,,I-00205,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxQQAW,,,,,0031D00000ZCFZRQA5,15000,DreamInvest,Tiffaney,,4.35,Haverly,33875,555554466,Approved,48,a041D0000058Wf1QAE
a031D000004qbKOQAY,0051D000006P1N1QAK,,I-00206,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxTQAW,,,,,0031D00000ZCFZUQA5,15000,DreamHouse,Maggie,,6.2,Ligas,40075,555556237,Approved,12,a041D0000058Wf4QAE
a031D000004qbKPQAY,0051D000006P1N1QAK,,I-00207,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxXQAW,,,,,0031D00000ZCFZYQA5,1000,Easy Spaces,Evon,,8.4,Guerette,45500,555559170,Approved,72,a041D0000058Wf8QAE
a031D000004qbKQQAY,0051D000006P1N1QAK,,I-00208,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxaQAG,,,,,0031D00000ZCFYtQAP,15000,DreamHouse,Misty,,6.6,Lepak,50775,555552450,Approved,48,a041D0000058WfBQAU
a031D000004qbKRQAY,0051D000006P1N1QAK,,I-00209,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxcQAG,,,,,0031D00000ZCFYvQAP,10000,E-Bikes,Marco,,5.13,Flook,60000,555559009,Declined,36,a041D0000058WfDQAU
a031D000004qbKSQAY,0051D000006P1N1QAK,,I-00210,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxdQAG,,,,,0031D00000ZCFYwQAP,5000,DreamInvest,Ed,,7.12,Handkins,34500,555557918,Approved,48,a041D0000058WfEQAU
a031D000004qbKTQAY,0051D000006P1N1QAK,,I-00211,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxLQAW,,,,,0031D00000ZCFYxQAP,3000,E-Bikes,Judy,,8.38,Petruzzi,54775,555554888,Approved,72,a041D0000058WfFQAU
a031D000004qbKUQAY,0051D000006P1N1QAK,,I-00212,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxjQAG,,,,,0031D00000ZCFZ3QAP,1000,Pure Aloe,Luba,,5.96,Halnon,64375,555552250,Approved,84,a041D0000058WfLQAU
a031D000004qbKWQAY,0051D000006P1N1QAK,,I-00214,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxpQAG,,,,,0031D00000ZCFZ9QAP,5000,DreamHouse,Maegan,,4.92,Imbert,41100,555558099,Declined,36,a041D0000058WfRQAU
a031D000004qbKXQAY,0051D000006P1N1QAK,,I-00215,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxrQAG,,,,,0031D00000ZCFZBQA5,3000,Easy Spaces,Jaqueline,,3.61,Severt,36875,555555703,Pending,72,a041D0000058WfTQAU
a031D000004qbKYQAY,0051D000006P1N1QAK,,I-00216,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxuQAG,,,,,0031D00000ZCFZEQA5,10000,DreamInvest,Jame,,3.48,Cahalane,46675,555556568,Approved,12,a041D0000058WfWQAU
a031D000004qbKZQAY,0051D000006P1N1QAK,,I-00217,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxwQAG,,,,,0031D00000ZCFZGQA5,5000,Easy Spaces,Leigha,,7.54,Mobbs,52675,555552327,Approved,36,a041D0000058WfYQAU
a031D000004qbKaQAI,0051D000006P1N1QAK,,I-00218,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxxQAG,,,,,0031D00000ZCFZHQA5,5000,Pure Aloe,Larisa,,5.11,Crull,61575,555556939,Approved,72,a041D0000058WfZQAU
a031D000004qbKVQAY,0051D000006P1N1QAK,,I-00213,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,0051D000006P1N1QAK,2021-03-17T16:48:40.000+0000,,2021-03-17T16:48:40.000+0000,2021-03-17T16:48:40.000+0000,0011D00000pVDxkQAG,,,,,0031D00000ZCFZ4QAP,10000,Pure Aloe,Kayleen,,4.96,Kleindienst,44875,555551422,Approved,36,a041D0000058WfMQAU
